#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
6	10	95	12	6	7	0	5	53	3	4	0	2	5	72	6	0	3	6	13	112	0
6	11	152	13	6	9	0	12	86	5	11	0	5	10	102	12	0	6	10	10	171	0
6	12	544	47	13	24	0	22	371	10	16	0	6	15	408	26	0	15	21	46	661	0
6	13	182	12	4	13	0	11	121	6	9	0	8	7	169	12	0	4	9	10	234	0
6	14	61	8	2	3	0	5	37	2	3	0	1	1	45	5	0	1	1	1	73	0
6	15	140	10	5	9	0	15	92	5	7	0	4	1	71	4	0	4	3	4	117	0
6	16	117	1	4	3	0	8	80	4	6	0	2	3	93	3	0	11	5	2	142	0
6	17	180	5	3	7	0	9	106	3	4	0	3	2	142	4	0	4	5	4	171	0
6	18	205	11	4	8	0	9	136	6	11	0	2	4	139	4	0	7	8	5	218	0
6	19	245	14	6	13	0	9	156	2	11	0	6	2	159	8	0	6	11	9	247	0
6	20	1149	35	16	39	0	35	860	13	23	0	31	15	900	19	0	30	25	24	1350	0
6	21	538	17	5	9	0	21	314	6	11	0	9	4	396	6	0	7	7	4	532	0
6	22	401	13	5	13	0	14	305	3	13	0	8	5	344	7	0	10	14	7	427	0
6	23	301	18	5	15	0	14	220	2	15	0	5	7	196	6	0	11	10	6	271	0
6	24	389	11	6	13	0	8	350	12	12	0	14	5	334	4	0	5	13	3	433	0
6	25	1830	57	17	45	0	40	1307	23	55	0	26	19	1299	31	0	46	45	27	1889	0
6	26	858	30	9	20	0	22	617	13	15	0	11	11	659	7	0	14	19	12	861	0
6	27	433	25	9	16	0	17	347	8	11	0	16	7	333	2	0	15	31	6	446	0
6	28	2099	60	22	46	0	42	1538	24	34	0	25	14	1883	22	0	30	52	21	2293	0
6	29	1140	41	18	27	0	36	847	16	23	0	23	15	898	11	0	24	43	13	1038	0
6	30	2821	240	95	149	0	181	2059	78	166	0	85	93	2082	66	0	153	221	47	2849	0
6	31	1111	124	48	67	0	81	928	41	59	0	43	63	876	30	0	69	94	28	1098	0
6	32	3427	211	75	98	0	142	2545	71	94	0	72	108	2913	60	0	111	184	50	3551	0
6	33	2335	118	37	44	0	64	1723	38	36	0	38	62	2051	24	0	50	103	22	2514	0
6	34	2551	129	46	50	0	79	2083	37	61	0	39	63	2189	28	0	78	127	40	2531	0
6	35	4455	39	19	13	0	38	2836	17	13	0	20	26	5088	9	0	27	35	16	5461	0
6	36	5207	43	26	18	0	14	3509	17	16	0	12	22	5860	10	0	23	43	11	6125	0
6	37	4576	10	5	2	0	5	2749	7	4	0	5	9	5440	5	0	5	9	2	5739	0
6	38	10148	4	4	1	0	2	5409	2	1	0	1	2	14009	3	0	3	2	1	12579	0
7	2	8739	10314	4031	6469	2	8526	11284	4169	6908	0	3661	4521	2447	2910	1	6258	7917	3339	5752	2
7	3	6	4	1	1	0	5	1	1	1	0	1	1	1	1	0	1	1	1	2	0
7	4	14	17	3	1	0	3	2	1	2	0	1	2	5	2	0	2	1	6	14	0
7	5	20	9	4	3	0	5	6	1	3	0	4	5	10	3	0	3	3	1	21	0
7	6	32	10	1	4	0	4	14	2	4	0	2	3	12	4	0	2	6	2	40	0
7	7	87	18	3	6	0	13	24	1	5	0	6	6	42	8	0	4	3	13	67	0
7	8	74	8	4	8	0	13	34	1	5	0	3	6	49	12	0	9	3	5	61	0
7	9	109	16	4	8	0	4	77	4	10	0	6	4	84	11	0	10	9	11	134	0
7	10	93	13	6	12	0	9	57	3	7	0	1	7	89	4	0	5	15	7	118	0
7	11	167	17	11	21	0	13	97	7	15	0	4	4	117	14	0	13	18	15	191	0
7	12	601	65	28	41	0	59	403	26	46	0	22	28	484	44	0	34	36	46	740	0
7	13	218	28	11	23	0	17	176	10	24	0	8	8	187	11	0	17	21	23	232	0
7	14	72	1	2	4	0	4	43	1	6	0	4	1	49	4	0	2	2	1	79	0
7	15	145	4	3	11	0	12	80	4	9	0	5	2	91	6	0	9	3	4	136	0
7	16	151	8	5	8	0	8	70	3	6	0	3	2	77	5	0	7	9	4	131	0
7	17	160	5	5	12	0	11	120	2	9	0	7	4	146	8	0	9	9	3	145	0
7	18	228	7	5	7	0	14	148	9	9	0	4	6	150	5	0	8	8	9	210	0
7	19	261	20	10	13	0	28	191	7	13	0	6	5	179	9	0	16	15	8	256	0
7	20	1339	65	24	60	0	75	834	34	56	0	32	30	920	29	0	57	55	24	1293	0
7	21	505	25	6	18	0	18	340	9	21	0	7	11	409	9	0	17	16	12	493	0
7	22	430	19	8	22	0	24	244	13	12	0	7	3	357	8	0	21	7	9	398	0
7	23	329	18	7	11	0	12	232	10	15	0	9	5	214	12	0	16	22	9	264	0
7	24	418	20	9	15	0	20	320	11	17	0	9	12	361	12	0	18	14	4	426	0
7	25	1936	97	35	82	0	94	1275	32	84	0	40	29	1293	43	0	73	64	22	1839	0
7	26	886	45	18	28	0	29	600	13	33	0	25	19	785	14	0	28	34	9	823	0
7	27	514	20	14	23	0	34	388	9	19	0	19	9	360	11	0	23	23	8	418	0
7	28	2257	99	45	57	0	67	1479	45	59	0	37	31	1873	43	0	70	63	30	2281	0
7	29	1157	47	29	31	0	62	856	18	38	0	29	20	951	19	0	42	53	11	1043	0
7	30	2713	275	92	126	0	201	2049	71	133	0	71	132	2108	79	0	170	241	69	2815	0
7	31	1196	141	53	70	0	87	939	37	64	0	50	57	900	38	0	80	113	36	1015	0
7	32	3503	254	80	109	0	172	2400	79	116	0	78	88	2987	59	0	157	199	60	3492	0
7	33	2452	137	36	67	0	68	1709	36	53	0	34	38	2157	28	0	62	116	34	2482	0
7	34	2615	162	55	60	0	98	2040	56	48	0	52	80	2419	30	0	82	126	47	2499	0
7	35	4596	45	27	20	0	26	2745	28	10	0	15	23	5370	8	0	26	48	18	5375	0
7	36	5398	57	21	24	0	24	3266	16	16	0	21	24	6208	13	0	22	52	20	5834	0
7	37	4753	10	7	4	0	3	2546	5	3	0	3	4	5632	4	0	8	8	6	5503	0
7	38	10200	2	1	4	0	3	4739	2	3	0	5	3	14431	4	0	2	2	2	11714	0
8	2	8771	10086	4061	6356	0	8152	10383	3932	6278	0	3757	4660	2574	3003	0	6322	7829	3207	5708	0
8	3	6	4	1	1	0	1	1	1	1	0	1	1	1	2	0	1	1	1	2	0
8	4	8	10	1	2	0	3	5	3	4	0	1	2	6	2	0	2	3	4	9	0
8	5	22	13	1	5	0	9	6	7	4	0	3	1	14	5	0	3	5	5	20	0
8	6	30	12	4	5	0	6	12	4	4	0	1	2	22	8	0	2	4	6	30	0
8	7	48	19	5	7	0	7	33	3	11	0	1	4	44	7	0	6	7	9	73	0
